wrists,l_shoulder_wrist,l_shoulder_elbow,l_elbow_wrist,r_shoulder_wrist,r_shoulder_elbow,r_elbow_wrist,l_wrist_hip,hips,r_wrist_hip,l_wrist_ankle,l_shoulder_ankle,r_wrist_ankle,r_shoulder_ankle,l_hip_ankle,l_hip_knee,l_knee_ankle,r_hip_ankle,r_hip_knee,r_knee_ankle,ankles,hash
0.5724793738135482,0.7206906335986479,0.4104741025487598,0.3692919427413218,0.8377124484342033,0.4279417327063318,0.45248608558172104,1.096635629479231,0.3,1.1051049683960348,2.3155052423577733,2.255598237428035,2.2359236406219627,2.336313943273266,1.4284343374728232,0.7598034190257457,0.6803956213213898,1.413936423051075,0.6181041781305147,0.8004606566773185,0.4148829720931268,01e8dcc094616ad6cf674d08ffaafbf44b0ccfac8c084459cf9096b5a1345018
0.5986760344810989,0.8913640388811868,0.4492781196111579,0.47567645069836423,0.9176828392327535,0.47699151875059437,0.4631875397666177,0.9762871403534056,0.3,1.0019427708315876,2.0517538807321563,2.282712892820213,2.1026725751374578,2.3111499369518915,1.3995672093310818,0.7391112494132536,0.6656631296162078,1.4329610475372032,0.6460959738256326,0.7903234189188453,0.5224149144077465,03f1bac52d02f3949df622904f5bd0de7b98bd73efbb6e7f3b648410c99a5b23
0.843287528876067,0.8239642576370091,0.3930977776890448,0.4449194693222745,0.9142737894456965,0.4921841469867532,0.4225230578769721,0.9394129416337407,0.3,1.0405369478218918,1.785298318094177,2.0609304016643413,1.9835021598016966,2.0071465029473763,1.2061883793165233,0.6099426257265275,0.6237236069497053,1.260157673215968,0.5961300573225581,0.6700451832216926,0.4006101462927003,072ca1cd7f195b0d5e91cade5b7efb2c64a52a658156adb2df9776830ebd0673
0.6270909704516954,0.6690564976540766,0.34398307830128916,0.32817330944256395,0.7024954719248534,0.43032767851098513,0.2821705736589404,0.7886302770289219,0.3,0.5283965774847114,1.7358906840666382,1.7664510120165544,1.3746545331482531,1.7117251560314812,1.103386231014672,0.6256503037478922,0.4937709745989632,1.0740719934365832,0.5009981813220128,0.5901666735782617,0.2632701586625679,07c606cfe3a30cda48d61cdd24140c61173b2a64ea4ca8e61a69f2699bb4269b
0.6054688657687524,0.8446312335353202,0.4338237049447742,0.4608222620194541,0.9919293669879856,0.4951582519861585,0.5233970753501832,1.029100169446939,0.3,1.0110282017065877,2.2191187790357296,2.2769914826990307,1.9961294841015838,2.304200475265448,1.4705348669074436,0.7840766535804472,0.6912972286240255,1.4219979174766282,0.6230848409275915,0.8066868509066647,0.6160667488869022,07f8d4e2275e4dd7cc9f5bf0c59afa8e14874c20bc62307ee65fc39bb93210dd
0.5608731892627207,0.762119103471388,0.3956024278649462,0.43448720768552235,0.8782340675125525,0.47762248232884297,0.44424403555065073,1.0708369490893324,0.3,1.0815325282392199,2.3322444071512147,2.342788828660445,2.1855414031736355,2.3612506645498184,1.4436884712131774,0.7585272687277046,0.7016868219088316,1.4280741986149357,0.6368089001487456,0.7935198472988629,0.4609873197514856,0b5283072f2037218ec3cfee517ce2ad12ed019affc6c87fa231ea4e1d4c89cf
0.6676889892883702,0.6501938234499428,0.30509022540940917,0.3495344457968772,0.6875113328961493,0.40947008282087155,0.3185606700191992,0.5988597383149755,0.3,0.6775032329609952,1.4803403964564876,1.6859692235179977,1.5101897244504392,1.6002343973999342,1.0206577223404814,0.54131322393471,0.49586576298985485,0.994536904152917,0.4537211019410406,0.5527289628342021,0.33897706672964295,0c440f691b624a7f44f590c4b1cc8e1370a3105bae7b31d0d58fd5c950cee838
0.8503506967024934,0.7289924262994988,0.36791299395767757,0.3684362558346518,0.8220319033866348,0.44716507223129004,0.3962607002284281,0.7840542767738372,0.3,0.9865391069532563,1.683018560912209,1.9560417245607291,1.888457463110897,2.02031419095966,1.2081523958140123,0.6417619840518224,0.5872298744124217,1.18268303885328,0.5368819388724854,0.6511271345555906,0.4201314696156704,0e61a88b9355aed86512c37a4139046e3c161137ac2ed7c754880856e8d17a88
0.7370354494829494,0.7327493890794086,0.3861595759215809,0.39501231063032144,0.8252768716333253,0.4363128493114942,0.4514065207421239,1.0027710347496936,0.3,0.9577091364024328,2.1727707810783357,2.2187752598137083,2.0553789758195165,2.288843942754499,1.3939138929990442,0.7625076186169282,0.6420567278150081,1.3976268795066649,0.6213842481176876,0.7810378069777656,0.5270415759653118,1369f7332762155158e73e21ae49aaf9f5ff873be0e022947e45cb44ad4c6d71
1.0276747996282323,0.882672970054917,0.456438054006728,0.4385852833384167,0.929238620979345,0.49841003165917175,0.45091337433881196,0.8178610837426042,0.3,1.0535926565321123,1.5996870875933706,1.9240532950251739,1.9449093794400005,1.9932787656834137,1.1645084547962277,0.6241918627585611,0.5776674453098242,1.1735509574910323,0.5392062047069601,0.6529281551826732,0.26933463467725255,14a028ea46d66195bf42789bfc6cdbc7cd850ae0a6d02f514a4ac5baf714aa83
0.7133632091944034,0.630212336746891,0.31064043021419924,0.3232847236349495,0.5686994960781212,0.3277969043708998,0.26544825659158877,0.6687982282045276,0.3,0.7032905954694625,1.3226134140670138,1.4938046016395126,1.4569469699975337,1.4464176310231014,0.8721541790945118,0.4392037983376742,0.44454805723912755,0.9058753056423032,0.4097132677698415,0.49877555094332054,0.2472693178352715,15e28562ad8c1d4b8126fffab9a933a45f1ca5484ab796146be439d03f41b51b
0.5771183066318061,0.6417670798926944,0.3260108846812517,0.3171233018094312,0.6418978531536624,0.3678870256035536,0.2855059792980885,0.7402539801256375,0.3,0.7040051595338008,1.4116703796553027,1.554920576292415,1.4174851490236986,1.5621170471362182,0.9501729004083204,0.5110435079344944,0.4524978703856014,0.9517243604761481,0.4490375310084979,0.5154371346949187,0.32032909715389957,1a935db0167bb75b4d034146785d8a79a44c693416f1f039a0c27e2e5bcc3f08
0.460514872302476,0.580920717407502,0.3085352510669678,0.2740009113422389,0.5725590364879222,0.3470195888915262,0.23725534330640402,0.6780427207103699,0.3,0.608185893124951,1.4201348738678066,1.532693911748887,1.3867072167482022,1.5562994715080134,0.9932767689562759,0.5530269903174121,0.4523072304083276,0.9491294526047417,0.4527341988261875,0.5038483415695709,0.2559794386727336,1b63ef8a62d0d19a0fdb61f986bcf8b4ce1297ca3bf37413244d6807240e02b0
0.7287427144195341,0.8813351768644038,0.46220450971097315,0.48185607021483257,1.0600449815149915,0.5562345999186814,0.5688034461990897,1.12359647843868,0.3,1.1810497511193618,2.6431658799058084,2.7650591185418114,2.6285904351411262,2.9146095223171082,1.7859588233795092,0.9373395621890375,0.8552794644541493,1.8010705207678572,0.7939218277914488,1.0160136409106197,0.41431043978536913,1ddff92789600b999f149939dc2b797fe6073122ad7e64bfc403a4cf6cbd5bc9
0.8991776012743734,0.8475546259127865,0.42530545077905585,0.4375998663734346,1.0024806008609808,0.5418468321826829,0.4949357875104785,0.9706670554310463,0.3,1.1905791098697558,2.089538776191898,2.227560587116689,2.4678633353554744,2.407939196198211,1.3795281812901015,0.7522174101632175,0.6611443045449893,1.4622183670017344,0.7538908792719418,0.7279854100155593,0.12643462161567245,22b62dcc3d2881ac97b974c856322d74e905cec58bb52e98ca2422fb0e8b5735
0.8560128064859248,0.6620029643869402,0.329318497934821,0.3478681346149502,0.7700083693920904,0.42180234819203155,0.39651168472600135,0.8065814931503583,0.3,0.8497144323006284,1.815853681680063,1.953634699339085,1.8309715891873561,1.954510561332888,1.1925238445352335,0.6235523118103214,0.581766326409035,1.2096558042940988,0.5645313825780827,0.6462939441707336,0.27312169629166777,232dd1d702ac862bc989bf59883cb84db0a2e0598a2651dc25babf64d486e39c
0.5458711746779691,0.7158906457682367,0.39143444740844435,0.34721483834649963,0.7721626568321257,0.39856058528164845,0.42645089380539924,0.8543551211987391,0.3,0.8847493989133715,1.8339949282397114,2.0014612797389004,1.9551733636561863,2.0668516432395783,1.2439092058498793,0.6524545869028502,0.5981528557434798,1.2946898425724405,0.6069455504485368,0.6953230518558775,0.36048577947801863,2586e201b58ca7f5bcb10e98b3047d4cf1c9db32b51ba921c78329aba808ddf2
